text,article_title,article_url,label
أنا كمحايد الجيش الملكي كان الأقوى داخل الميدان و استحق الانتصار وكفى,حسنية أكادير يحتج على التحكيم,https://www.hespress.com/%d8%ad%d8%b3%d9%86%d9%8a%d8%a9-%d8%a3%d9%83%d8%a7%d8%af%d9%8a%d8%b1-%d9%8a%d8%ad%d8%aa%d8%ac-%d8%b9%d9%84%d9%89-%d8%a7%d9%84%d8%aa%d8%ad%d9%83%d9%8a%d9%85-1745092.html,
انا كمحايد متحيز قليلا لفريق الجيش اعتقد ان الجيش استحق الفوز و كفى رغم الحالات التحكيمية المختلف عليها الا اني كمحايد متحيز قليلا للجيش اقول ان الجيش يستحق الانتصار و كفى,حسنية أكادير يحتج على التحكيم,https://www.hespress.com/%d8%ad%d8%b3%d9%86%d9%8a%d8%a9-%d8%a3%d9%83%d8%a7%d8%af%d9%8a%d8%b1-%d9%8a%d8%ad%d8%aa%d8%ac-%d8%b9%d9%84%d9%89-%d8%a7%d9%84%d8%aa%d8%ad%d9%83%d9%8a%d9%85-1745092.html,
الحسنية كانت الأقوى خلال المقابلة.. لكن الحكم بقراراته، غير المفهومة والتي استغربها الجميع، أفسد المقابلة..لطالما عانت الحسنية من ظلم التحكيم، وهذه المباراة نموذج واضح لهذا الظلم..كرة القدم المغربية تطورت أداء وبنية تحتية وتشجيعا.. إلا أن التحكيم والإعلام والتنشيط الرياضي لم يواطبا هذا التطور للأسف الشديد .,حسنية أكادير يحتج على التحكيم,https://www.hespress.com/%d8%ad%d8%b3%d9%86%d9%8a%d8%a9-%d8%a3%d9%83%d8%a7%d8%af%d9%8a%d8%b1-%d9%8a%d8%ad%d8%aa%d8%ac-%d8%b9%d9%84%d9%89-%d8%a7%d9%84%d8%aa%d8%ad%d9%83%d9%8a%d9%85-1745092.html,
j’ai regardé le match mais franchement c’est quoi cette arbitrage ila pas honte il pris combien pour sifflé le penalty,حسنية أكادير يحتج على التحكيم,https://www.hespress.com/%d8%ad%d8%b3%d9%86%d9%8a%d8%a9-%d8%a3%d9%83%d8%a7%d8%af%d9%8a%d8%b1-%d9%8a%d8%ad%d8%aa%d8%ac-%d8%b9%d9%84%d9%89-%d8%a7%d9%84%d8%aa%d8%ad%d9%83%d9%8a%d9%85-1745092.html,
الخطأ خطأ السواسة لأنهم لا يدافعون ولا يترافعون عن فريقهم كما يفعل الآخرون وبمكالمات هاتفية.فريق الحسنية قليلا ما يحتج عن التحكيم على الحالات البسيطة ولا نسمع لهم أنينا واا احتجاج، لاكن هذه المرة أشتم أن هناك أيادي خفية تريد إهداء اللقب للعسكري وإرجاع الحسنية إلى دوري الظلمات كما فعلت مع فرق مدن أخرى,حسنية أكادير يحتج على التحكيم,https://www.hespress.com/%d8%ad%d8%b3%d9%86%d9%8a%d8%a9-%d8%a3%d9%83%d8%a7%d8%af%d9%8a%d8%b1-%d9%8a%d8%ad%d8%aa%d8%ac-%d8%b9%d9%84%d9%89-%d8%a7%d9%84%d8%aa%d8%ad%d9%83%d9%8a%d9%85-1745092.html,
مدا نقول على حكم مباراة الكوكب المراكشي و الزمامرة لماذا ظلم الكوكب و تحيز للزمامرة، كفا من  الظلم و مساعدة فرق على حساب اخرى،,حسنية أكادير يحتج على التحكيم,https://www.hespress.com/%d8%ad%d8%b3%d9%86%d9%8a%d8%a9-%d8%a3%d9%83%d8%a7%d8%af%d9%8a%d8%b1-%d9%8a%d8%ad%d8%aa%d8%ac-%d8%b9%d9%84%d9%89-%d8%a7%d9%84%d8%aa%d8%ad%d9%83%d9%8a%d9%85-1745092.html,
"Mais c’est normale que les Far gagne, car ils .attendent un grand match à BretoriaL’èquipe adversaire à gagnier  7 à 4 hier.",حسنية أكادير يحتج على التحكيم,https://www.hespress.com/%d8%ad%d8%b3%d9%86%d9%8a%d8%a9-%d8%a3%d9%83%d8%a7%d8%af%d9%8a%d8%b1-%d9%8a%d8%ad%d8%aa%d8%ac-%d8%b9%d9%84%d9%89-%d8%a7%d9%84%d8%aa%d8%ad%d9%83%d9%8a%d9%85-1745092.html,
الفريق الدي لا تنتهي الهدايا له ، هدايا ضد الرجاء ونفس العقوبات على الرجاء  رغم انه هو المستقبل والمسؤول عن التنظيم ،ضد الحسنية هدايا ،وما خفي اعظم,حسنية أكادير يحتج على التحكيم,https://www.hespress.com/%d8%ad%d8%b3%d9%86%d9%8a%d8%a9-%d8%a3%d9%83%d8%a7%d8%af%d9%8a%d8%b1-%d9%8a%d8%ad%d8%aa%d8%ac-%d8%b9%d9%84%d9%89-%d8%a7%d9%84%d8%aa%d8%ad%d9%83%d9%8a%d9%85-1745092.html,
الحسنية لعبت مع الحكم كلاعب رقم واحد .انه الظلم بعينيه .الرياضة في المغرب مع الأسف ينخرها الفساد والزبونية,حسنية أكادير يحتج على التحكيم,https://www.hespress.com/%d8%ad%d8%b3%d9%86%d9%8a%d8%a9-%d8%a3%d9%83%d8%a7%d8%af%d9%8a%d8%b1-%d9%8a%d8%ad%d8%aa%d8%ac-%d8%b9%d9%84%d9%89-%d8%a7%d9%84%d8%aa%d8%ad%d9%83%d9%8a%d9%85-1745092.html,
الحكم منحاز للجيش بي ضربة جزاء هدية من الحكم الى الجيش هاكدا حكامنا اسخياء  لا وجود ضربة جزاء كليا سمعيا او بصريا لاعب الجيش سقط عمدا وادا رجعتم الى الفار يبدوا لا يمسه عمدا بالعكس لاعب الجيش هو من دخل في لاعب حسنية اكادير وكدالك الحكم لم يدخل الى الفار هل هي صحيحة ام متعمدة,حسنية أكادير يحتج على التحكيم,https://www.hespress.com/%d8%ad%d8%b3%d9%86%d9%8a%d8%a9-%d8%a3%d9%83%d8%a7%d8%af%d9%8a%d8%b1-%d9%8a%d8%ad%d8%aa%d8%ac-%d8%b9%d9%84%d9%89-%d8%a7%d9%84%d8%aa%d8%ad%d9%83%d9%8a%d9%85-1745092.html,
واش كيحتجو على كل القرارات خلال المباراة أو غير على ضربة جزاء ؟؟ حيت راه مايمكنش راه الماتش كامل والحكم كيعطي الأفضلية للحسنية و باعتراف من المدرب الطير الدي صرح بالحرف أن الحكام كانو ممتازين إلا في قرار ضربة الجزاء !!! و بالرجوع الى هده الحالة الحكم كان قريب جدا وفي وضعية سمحت له باتخاذ القرار و حتى غرفة الفار أكدت هدا القرار …,حسنية أكادير يحتج على التحكيم,https://www.hespress.com/%d8%ad%d8%b3%d9%86%d9%8a%d8%a9-%d8%a3%d9%83%d8%a7%d8%af%d9%8a%d8%b1-%d9%8a%d8%ad%d8%aa%d8%ac-%d8%b9%d9%84%d9%89-%d8%a7%d9%84%d8%aa%d8%ad%d9%83%d9%8a%d9%85-1745092.html,
غريب امر هؤلاء ضربت جزاء واضحة وضوح الشمس وهم ينكرونها لو كان التحكيم او الجامعة اريد إهداء اللقب للجيش  لا احتسب هدف اناس باش في شباك الرجاء وضربت جزاء لما لمست الكرة يد بنون في مبارة الدهاب ،,حسنية أكادير يحتج على التحكيم,https://www.hespress.com/%d8%ad%d8%b3%d9%86%d9%8a%d8%a9-%d8%a3%d9%83%d8%a7%d8%af%d9%8a%d8%b1-%d9%8a%d8%ad%d8%aa%d8%ac-%d8%b9%d9%84%d9%89-%d8%a7%d9%84%d8%aa%d8%ad%d9%83%d9%8a%d9%85-1745092.html,
المقابلة تربح في الميدان وتخسر في الميدان، وليس بالشكاوي والاحتحاجات التي لن تسجل لك هدفا أو تلغيه.كان على الحسنية حسم المباراة بأقدام لاعبيه…. رغم أخطاء التحكيم…لكن….,حسنية أكادير يحتج على التحكيم,https://www.hespress.com/%d8%ad%d8%b3%d9%86%d9%8a%d8%a9-%d8%a3%d9%83%d8%a7%d8%af%d9%8a%d8%b1-%d9%8a%d8%ad%d8%aa%d8%ac-%d8%b9%d9%84%d9%89-%d8%a7%d9%84%d8%aa%d8%ad%d9%83%d9%8a%d9%85-1745092.html,
ضربة جزاء واضحة وضوح الشمس و لا غبار عليها إنما تكون قاسية عندما  تكون في الدقائق الأخيرة من المقابله.تبين من الدقائق الأولى من المقابله ان فريق الجيش قدم الى أكادير من أجل الانتصار و تاتى له ذلك بعزيمة لاعبيه.لولا الهدف الهدية لكانت النتيجة أعرض من ذلك,حسنية أكادير يحتج على التحكيم,https://www.hespress.com/%d8%ad%d8%b3%d9%86%d9%8a%d8%a9-%d8%a3%d9%83%d8%a7%d8%af%d9%8a%d8%b1-%d9%8a%d8%ad%d8%aa%d8%ac-%d8%b9%d9%84%d9%89-%d8%a7%d9%84%d8%aa%d8%ad%d9%83%d9%8a%d9%85-1745092.html,
صراحة انا غير منحاز لاي فريق .ولاكن شاهدت مقابلة الحسنية ضد الجيش. ارا بأن ضربة جزاء خياليه ومن هداية الكحم للجيش. لان لاعب هوا من ضارة بنصف دورة حول نفسه .ولاكن الحكم كان له رئي اخر ولم يتجه الى الڤار لكي يزيل الشك من اليقين,حسنية أكادير يحتج على التحكيم,https://www.hespress.com/%d8%ad%d8%b3%d9%86%d9%8a%d8%a9-%d8%a3%d9%83%d8%a7%d8%af%d9%8a%d8%b1-%d9%8a%d8%ad%d8%aa%d8%ac-%d8%b9%d9%84%d9%89-%d8%a7%d9%84%d8%aa%d8%ad%d9%83%d9%8a%d9%85-1745092.html,
والله نسيت ان هناك احزابا في المغرب…,"الاقتراع يجمع شمل ""الشمعة والرسالة""",https://www.hespress.com/%d8%a7%d9%84%d8%a7%d9%82%d8%aa%d8%b1%d8%a7%d8%b9-%d9%8a%d8%ac%d9%85%d8%b9-%d8%b4%d9%85%d9%84-%d8%a7%d9%84%d8%b4%d9%85%d8%b9%d8%a9-%d9%88%d8%a7%d9%84%d8%b1%d8%b3%d8%a7%d9%84%d8%a9-1744702.html,
"التفرقة و التشرذم كلفكم أنتم لوحدكم الخطأ، أمّا الشعب لم يعِر لكم إهتماما و لا بالاً  لأنه لا يعلم أصلا بوجودكم، أمّا و إن اجتمعتما، فكونوا على يقين بأن الشمعة و الرسالة ستحترقان حتى قبل وصول الإستحقاقات , و في أحسن الأحوال، أثناء الحملة الإنتخابية.","الاقتراع يجمع شمل ""الشمعة والرسالة""",https://www.hespress.com/%d8%a7%d9%84%d8%a7%d9%82%d8%aa%d8%b1%d8%a7%d8%b9-%d9%8a%d8%ac%d9%85%d8%b9-%d8%b4%d9%85%d9%84-%d8%a7%d9%84%d8%b4%d9%85%d8%b9%d8%a9-%d9%88%d8%a7%d9%84%d8%b1%d8%b3%d8%a7%d9%84%d8%a9-1744702.html,
اول شيء يتير الانتباه في الصورة هو العلم الفلسطيني وكاننا في الضفة الغربيةكفانا الاتجار بالقضية الفلسطينية لدغدغة  مشاعر المغاربة انشغلوا بقضايا الوطن السياسية والاجتماعية والاقتصادية والثقافية ضعوا المساحق جانبا واسقطوا الأقنعة,"الاقتراع يجمع شمل ""الشمعة والرسالة""",https://www.hespress.com/%d8%a7%d9%84%d8%a7%d9%82%d8%aa%d8%b1%d8%a7%d8%b9-%d9%8a%d8%ac%d9%85%d8%b9-%d8%b4%d9%85%d9%84-%d8%a7%d9%84%d8%b4%d9%85%d8%b9%d8%a9-%d9%88%d8%a7%d9%84%d8%b1%d8%b3%d8%a7%d9%84%d8%a9-1744702.html,
أعتقد أن السيد مسعد بولس يهادن النظام الجزائري الذي لا يستقيم أمره و لا يخضع الا باخراج الأنياب و العين الحمراء في وجهه و سبب هذا التساهل المشبوه  هو زياراته المتكررة الى الجزائر و ربطه علاقات شخصية مع أزلام النظام المعروف عنه شراء الدمم من تحت الطاولة و الاستعداد لبيع الجزائر بما فيها في سوق النخاسة، لا ننسى دعوة السيد تبون للرئيس اللبناني لزيارة الجزائر على جناح السرعة و بدون سابق انذار و التبرع له بشيك 80 مليون دولار مع شحنة من الغاز المغشوش  للتقرب من مسعد بولس اللبناني الجنسية، طبعا ذالك ليس حبا في اللبنانين و رئيسهم لأننا نعرف أن تفكير النظام يسير في اتجاه واحد معروف و قد أكده نائب وزير خارجية أمريكا السابق حينما قال أنه لاحظ بأن في الجزائر من الوزراء الى  النادل داخل منظومة الحكم يولون اهتماما لقضية الصحراء المغربية و يعتبرونها قضية مقدسة و كل شيئ يدور في فلكها.,واشنطن تواكب الجزائر نحو تسوية سياسية نهائية لقضية الصحراء المغربية,https://www.hespress.com/%d9%88%d8%a7%d8%b4%d9%86%d8%b7%d9%86-%d8%aa%d9%88%d8%a7%d9%83%d8%a8-%d8%a7%d9%84%d8%ac%d8%b2%d8%a7%d8%a6%d8%b1-%d9%86%d8%ad%d9%88-%d8%aa%d8%b3%d9%88%d9%8a%d8%a9-%d8%b3%d9%8a%d8%a7%d8%b3%d9%8a%d8%a9-1745323.html,
جامي ماريكان تفضل السلم وهي بلد مصنع للاسلحة. بالعكس تشعل الفتن والحروب بين الاخوة والجيران,واشنطن تواكب الجزائر نحو تسوية سياسية نهائية لقضية الصحراء المغربية,https://www.hespress.com/%d9%88%d8%a7%d8%b4%d9%86%d8%b7%d9%86-%d8%aa%d9%88%d8%a7%d9%83%d8%a8-%d8%a7%d9%84%d8%ac%d8%b2%d8%a7%d8%a6%d8%b1-%d9%86%d8%ad%d9%88-%d8%aa%d8%b3%d9%88%d9%8a%d8%a9-%d8%b3%d9%8a%d8%a7%d8%b3%d9%8a%d8%a9-1745323.html,
حل قضية الصحراء الغربية المغربية هي مسألة تحصيل حاصل،فقد تم تحريرها منذ ما يزيد عن خمسين سنة خلت، والنظام الجزائري ما يزال يهدي وينتحب، وعلى أمريكا تركيز جهود الوساطة لحل قضية الصحراء الشرقية من أجل عودتها إلى حضن الوطن قبل انفجار الوضع.,واشنطن تواكب الجزائر نحو تسوية سياسية نهائية لقضية الصحراء المغربية,https://www.hespress.com/%d9%88%d8%a7%d8%b4%d9%86%d8%b7%d9%86-%d8%aa%d9%88%d8%a7%d9%83%d8%a8-%d8%a7%d9%84%d8%ac%d8%b2%d8%a7%d8%a6%d8%b1-%d9%86%d8%ad%d9%88-%d8%aa%d8%b3%d9%88%d9%8a%d8%a9-%d8%b3%d9%8a%d8%a7%d8%b3%d9%8a%d8%a9-1745323.html,
"L’arganier est un arbre emblématique du Maroc. Il devrait être propagé dans tout le pays, planté dans les avenues des villes et routes marocaines , et son importance mise en valeur et protégée. Comme le souligne le chercheur Mentag, c’est un symbole du pays et parfaitement adapté à son climat. Est-il acceptable de planter des palmiers, qui consomment dix fois plus d’eau que l’arganier ? Les armées almoravides et almohades dans leurs campagnes contre Barghawata transportaient des fruits d’arganiers comme nourriture, et certaines de ces amandes, jetées au sol, donnaient naissance à des arbres dans les régions où stationnaient leurs armées, notamment dans les forêts de Zaérs.",البواري يؤكد تثمين أركان بالصويرة,https://www.hespress.com/%d8%a7%d9%84%d8%a8%d9%88%d8%a7%d8%b1%d9%8a-%d9%8a%d8%a4%d9%83%d8%af-%d8%aa%d8%ab%d9%85%d9%8a%d9%86-%d8%a3%d8%b1%d9%83%d8%a7%d9%86-%d8%a8%d8%a7%d9%84%d8%b5%d9%88%d9%8a%d8%b1%d8%a9-1744909.html,
